id,name,englishName,level,implementation,declaredTarget,status,expectedSemantics,expectedCapabilities,semanticGaps,unprovenCapabilities,runtimeSpecializations,runtimeReferences,directTests
"spiritual-weapon","灵体武器","Spiritual Weapon","2","core-transaction","full","verified-full","spell-attack | damage | movement | sustained-control | slot-scaling","","","","movement","src/pages/maps/spellAoeHighlight.ts | src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/persistentAreaTypes.ts | src/rulesets/dnd5e/pluginAreas.ts | src/rulesets/dnd5e/spellAction.ts | src/rulesets/dnd5e/sustainedSpellControls.ts","src/components/map/combatSpellDamagePresentation.test.ts | src/components/map/PlayerCombatHotbar.test.ts | src/components/map/PlayerMapSpellHotbar.test.ts | src/lib/dnd5eActionIcons.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/coreSpellAreas.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterParryHeadless.test.ts | src/rulesets/dnd5e/pluginAreas.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/store/roomCommands.test.ts"
"stinking-cloud","臭云术","Stinking Cloud","3","core-transaction","full","verified-full","saving-throw | concentration | area","","","","saving-throw","src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/persistentAreaTypes.ts | src/rulesets/dnd5e/spellbook.ts","src/components/map/MapPersistentAreaLayers.test.ts | src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/vfxSequence.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/coreSpellAreas.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts"
"stone-shape","塑石术","Stone Shape","4","audited-activity","partial","partial","","terrain-geometry | world-object | dm-interpretation","","terrain-geometry | world-object","","",""
"stoneskin","石肤术","Stoneskin","4","audited-activity","full","verified-full","concentration","damage-resistance | damage-qualification | concentration","","","damage-qualification","src/rulesets/dnd5e/headlessCombatEngine.ts","src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/pluginSpellTransaction.test.ts"
"storm-of-vengeance","复仇风暴","Storm of Vengeance","9","audited-activity","full","verified-full","saving-throw | half-on-save | damage | concentration | area","persistent-area | round-timeline | multi-effect","","","","src/rulesets/dnd5e/spellVisibility.ts","src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"suggestion","暗示术","Suggestion","2","audited-activity","partial","partial","saving-throw | concentration | condition","saving-throw | semantic-command | semantic-compliance","","","concentration | condition","src/rulesets/dnd5e/spellVisibility.ts","src/components/dm/pdfSourceBookmarkModel.test.ts"
"sunbeam","阳炎射线","Sunbeam","6","core-transaction","full","verified-full","saving-throw | half-on-save | damage | concentration | area | condition","","","","","src/rulesets/dnd5e/headlessCombatEngine.ts","src/rulesets/dnd5e/sustainedSpellControls.test.ts"
"sunburst","阳炎爆","Sunburst","8","core-transaction","full","verified-full","saving-throw | half-on-save | damage | area | condition | turn-trigger","","","","turn-trigger","src/rulesets/dnd5e/endTurnAction.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/spellAction.ts","src/lib/combatPresentation.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/endTurnAction.test.ts | src/rulesets/dnd5e/spellAction.test.ts"
"symbol","魔法徽记","Symbol","7","audited-activity","partial","partial","saving-throw | half-on-save | damage | area | condition | turn-trigger","persistent-area | open-text-trigger | mode-choice","原文要求 half-on-save，Activity 及专用运行时均无完整证据 | 原文要求 condition，Activity 及专用运行时均无完整证据","mode-choice","","src/rulesets/dnd5e/pluginSandbox.worker.ts",""
"telekinesis","心灵遥控","Telekinesis","5","audited-activity","partial","partial","concentration | condition | turn-trigger | movement","contested-check | forced-movement | world-object","","","concentration | condition | turn-trigger | forced-movement | world-object","src/rulesets/dnd5e/spellVisibility.ts","src/rulesets/dnd5e/spellCatalog.test.ts"
"telepathic-bond","心灵联结","Telepathic Bond","5","audited-activity","full","verified-full","","communication | language-capability | duration","","","","src/rulesets/dnd5e/activeEffects.ts","src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"teleport","传送术","Teleport","7","audited-activity","partial","partial","damage | area | movement","random-table | cross-scene | semantic-familiarity","","","area | random-table","src/rulesets/dnd5e/activities/dnd5eActivityContracts.ts | src/rulesets/dnd5e/activities/dnd5eActivityExecutor.ts | src/rulesets/dnd5e/activities/dnd5eActivityMapInteraction.ts | src/rulesets/dnd5e/activities/dnd5eActivityValidation.ts | src/rulesets/dnd5e/activities/legacyContentActivityAdapters.ts | src/rulesets/dnd5e/declarativeSubclassAbility.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/legendaryActionWindow.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/monsterCoreSpellAction.ts | src/rulesets/dnd5e/monsters.ts | src/rulesets/dnd5e/monsterSchema.ts | src/rulesets/dnd5e/monsterSpecialAction.ts | src/rulesets/dnd5e/monsterStructuredSpecialCandidates.ts | src/rulesets/dnd5e/monsterTurnPlan.ts | src/rulesets/dnd5e/spellAction.ts | src/rulesets/dnd5e/spellVisibility.ts","src/lib/mapGeometry.test.ts | src/pages/maps/DmAdjudicationPanel.test.ts | src/rulesets/dnd5e/activities/dnd5eActivityMapInteraction.test.ts | src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts | src/rulesets/dnd5e/eldritchKnight.test.ts | src/rulesets/dnd5e/monsterTeleportInvisibility.test.ts | src/rulesets/dnd5e/persistentAreaTypes.test.ts | src/store/mapsMigrate.test.ts | src/store/sceneOrchestration.test.ts"
"teleportation-circle","传送法阵","Teleportation Circle","5","audited-activity","partial","partial","turn-trigger | movement","persistent-area | cross-scene | world-registry","原文要求 turn-trigger，Activity 及专用运行时均无完整证据","","","src/rulesets/dnd5e/spellMaterials.ts",""
"thaumaturgy","奇术","Thaumaturgy","0","core-transaction","full","verified-full","","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/racialAutomation.ts","src/lib/vfxSequence.test.ts"
"thunderwave","雷鸣波","Thunderwave","1","core-transaction","full","verified-full","saving-throw | half-on-save | damage | area | movement | slot-scaling","","","","","src/rulesets/dnd5e/combatSimulation.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/monsterCoreSpellAction.ts","src/components/map/CombatActionBanner.test.ts | src/lib/combatPresentation.test.ts | src/lib/sharedServerCore.test.ts | src/lib/sharedServerHttp.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/activities/dnd5eActivityExecutor.test.ts | src/rulesets/dnd5e/combatScenarioRegression.test.ts | src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/monsterCoreSpellAction.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/rulesets/dnd5e/spellAction.test.ts"
"time-stop","时间停止","Time Stop","9","audited-activity","full","verified-full","","extra-turns | random-table | effect-break","","","","","src/rulesets/dnd5e/activities/dnd5eActivityHeadlessAuthorityBridge.test.ts"
"tiny-hut","小屋术","Tiny Hut","3","audited-activity","full","verified-full","","persistent-area | movement-blocking | occupant-permissions","","","","","src/lib/dnd5eActionIcons.test.ts | src/lib/mapGeometry.test.ts | src/rulesets/dnd5e/activities/dnd5eActivityMapInteraction.test.ts | src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts | src/rulesets/dnd5e/pluginAreas.test.ts | src/store/mapsMigrate.test.ts"
"tongues","巧言术","Tongues","3","audited-activity","full","verified-full","","language-capability | communication | duration","","","","","src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"transport-via-plants","木遁术","Transport via Plants","6","audited-activity","partial","partial","","world-object | cross-scene | semantic-destination","","world-object","","",""
"tree-stride","树跃术","Tree Stride","5","audited-activity","partial","partial","concentration | movement","world-object | teleport | off-map-destination","原文要求 concentration，Activity 及专用运行时均无完整证据","world-object","","",""
"true-polymorph","完全变形术","True Polymorph","9","audited-activity","partial","partial","saving-throw | healing | concentration","stat-transform | object-transform | open-ended-form","原文要求 concentration，Activity 及专用运行时均无完整证据","","","src/rulesets/dnd5e/spellVisibility.ts",""
"true-resurrection","完全复生术","True Resurrection","9","audited-activity","full","verified-full","","death-handoff | body-restoration | condition-restoration","","","","src/rulesets/dnd5e/spellMaterials.ts","src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"true-seeing","真知术","True Seeing","6","audited-activity","full","verified-full","","sensor-vision | effect-detection | planar-sight","","","","src/rulesets/dnd5e/spellMaterials.ts","src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"true-strike","克敌机先","True Strike","0","audited-activity","full","verified-full","concentration","target-linked-effect | roll-mode-modifier | concentration","","","roll-mode-modifier","","src/lib/dnd5eActionIcons.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/pluginSpellTransaction.test.ts | src/rulesets/dnd5e/spellComponents.test.ts"
"unseen-servant","隐形仆役","Unseen Servant","1","audited-activity","partial","partial","condition | movement | sustained-control","summon-companion | granted-activity | semantic-task","原文要求 condition，Activity 及专用运行时均无完整证据 | 原文要求 movement，Activity 及专用运行时均无完整证据","","","","src/lib/dnd5eActionIcons.test.ts | src/lib/sharedServerCore.test.ts"
"vampiric-touch","吸血鬼之触","Vampiric Touch","3","core-transaction","full","verified-full","spell-attack | damage | healing | concentration | sustained-control | slot-scaling","","","","healing","src/rulesets/dnd5e/sustainedSpellControls.ts","src/lib/dnd5eActionIcons.test.ts | src/rulesets/dnd5e/sustainedSpellControls.test.ts"
"vicious-mockery","恶言相加","Vicious Mockery","0","core-transaction","full","verified-full","saving-throw | damage | turn-trigger","","","","turn-trigger","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterAttackAction.ts | src/rulesets/dnd5e/spellVisibility.ts","src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/vfxSequence.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellCatalog.test.ts"
"wall-of-fire","火墙术","Wall of Fire","4","core-transaction","full","verified-full","saving-throw | half-on-save | damage | concentration | slot-scaling","","","","","src/pages/maps/dmWallOfFireRemoval.ts | src/pages/maps/spellAoeHighlight.ts | src/pages/maps/spellSettlementCoordinator.ts | src/pages/maps/wallOfFireTargeting.ts | src/pages/maps/WallOfFireTargetingControls.tsx | src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/monsterCoreSpellAction.ts | src/rulesets/dnd5e/persistentAreaTypes.ts | src/rulesets/dnd5e/spellAction.ts | src/rulesets/dnd5e/verticalCombatGeometry.ts","src/components/map/flamingSphereHandoff.test.ts | src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/dmWallOfFireRemoval.test.ts | src/pages/maps/spellAoeHighlight.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/coreSpellAreas.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellDamageMaxDieBonus.test.ts | src/rulesets/dnd5e/wallOfFireGeometry.test.ts"
"wall-of-force","力场墙","Wall of Force","5","core-transaction","full","verified-full","concentration | area | movement","","","","movement","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/persistentAreaTypes.ts | src/rulesets/dnd5e/spellbook.ts","src/components/map/MapPersistentAreaLayers.test.ts | src/lib/vfxSequence.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/coreSpellAreas.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts"
"wall-of-ice","冰墙术","Wall of Ice","6","core-transaction","full","verified-full","saving-throw | half-on-save | damage | concentration | area | movement | slot-scaling","","","","movement","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/persistentAreaTypes.ts | src/rulesets/dnd5e/spellbook.ts","src/components/map/MapPersistentAreaLayers.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/coreSpellAreas.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts"
"wall-of-stone","石墙术","Wall of Stone","5","core-transaction","full","verified-full","saving-throw | concentration | movement","","","","saving-throw | movement","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/persistentAreaTypes.ts | src/rulesets/dnd5e/spellbook.ts","src/components/map/MapPersistentAreaLayers.test.ts | src/lib/mapGeometry.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/coreSpellAreas.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts"
"wall-of-thorns","棘墙术","Wall of Thorns","6","core-transaction","full","verified-full","saving-throw | half-on-save | damage | concentration | turn-trigger | slot-scaling","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/persistentAreaTypes.ts | src/rulesets/dnd5e/spellbook.ts","src/components/map/MapPersistentAreaLayers.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts"
"warding-bond","守护之链","Warding Bond","2","core-transaction","full","verified-full","","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/spellMaterials.ts","src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts"
"water-breathing","水下呼吸","Water Breathing","3","audited-activity","full","verified-full","","movement-capability | duration | multi-target","","","movement-capability | multi-target","src/rulesets/dnd5e/spellVisibility.ts","src/lib/dnd5eActionIcons.test.ts | src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"water-walk","水上行走","Water Walk","3","audited-activity","full","verified-full","","movement-mode | multi-target | duration","","","movement-mode | multi-target","src/rulesets/dnd5e/spellVisibility.ts","src/lib/dnd5eActionIcons.test.ts | src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"web","蛛网术","Web","2","core-transaction","full","verified-full","saving-throw | damage | concentration | area | condition | turn-trigger","","","","saving-throw | damage | condition","src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/magicItems.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/monsters.ts | src/rulesets/dnd5e/persistentAreaTypes.ts","src/lib/combatPresentation.test.ts | src/lib/vfxSequence.test.ts | src/pages/maps/concentrationTokenMarks.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/activeEffectsHeadless.test.ts | src/rulesets/dnd5e/coreSpellAreas.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/magicItems.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/monsterBasicAction.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts"
"weird","怪影杀手","Weird","9","audited-activity","partial","partial","saving-throw | damage | concentration | area | condition | turn-trigger","saving-throw | condition-lifecycle | periodic-damage | area-gap","原文要求 concentration，Activity 及专用运行时均无完整证据 | 原文要求 turn-trigger，Activity 及专用运行时均无完整证据","","","",""
"wind-walk","御风而行","Wind Walk","6","audited-activity","full","verified-full","condition | movement","stat-transform | movement-mode | transition-timer","","","","src/rulesets/dnd5e/spellVisibility.ts","src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"wind-wall","风墙术","Wind Wall","3","core-transaction","full","verified-full","saving-throw | half-on-save | damage | concentration | area","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/persistentAreaTypes.ts | src/rulesets/dnd5e/spellbook.ts","src/components/map/MapPersistentAreaLayers.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/vfxSequence.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts"
"wish","祈愿术","Wish","9","audited-activity","partial","partial","damage | healing | movement","invoke-activity | bounded-safe-options | open-ended-effect","","","movement","src/rulesets/dnd5e/spellVisibility.ts","src/rulesets/dnd5e/spellCatalog.test.ts | src/rulesets/dnd5e/spellDescriptionsZh.test.ts"
"word-of-recall","回返真言","Word of Recall","6","audited-activity","partial","partial","movement","teleport | cross-scene | configured-sanctuary","","","","",""
"zone-of-truth","诚实之域","Zone of Truth","2","audited-activity","partial","partial","saving-throw | area","persistent-area | saving-throw | semantic-compliance","","","","","src/lib/dnd5eActionIcons.test.ts | src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts | src/rulesets/dnd5e/persistentAreaTypes.test.ts"
